agency_fdid,incident_number,incident_date,incident_year,incident_type_code,incident_type,aid_code,aid,property_use_category,property_use_code,property_use,address,city,state,postal_code,city_clean,incident_month
25115,2025000483,2025-03-17,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1207 BELHAVEN Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000482,2025-03-17,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,328 WENDELL Road Southwest,Reynoldsburg,OH,43068,reynoldsburg,2025-03-01
25115,2025000481,2025-03-17,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",592,Bank,8139 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-03-01
25115,2025000480,2025-03-17,2025,500,"Service call, other",,,4 - Residential,429,Multifamily dwelling,8242 RED OAK Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000479,2025-03-17,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2950 CREEKWOOD ESTATES Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000478,2025-03-17,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1070 GOLDENEYE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000477,2025-03-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3062 KNOLL Drive,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000476,2025-03-16,2025,611,Dispatched and cancelled en route,,,,,,759 DUGAN RIDGE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000475,2025-03-16,2025,461,Building or structure weakened or collapsed,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,161 KINGSMEADOW Lane,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000474,2025-03-16,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,429,Multifamily dwelling,892 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000473,2025-03-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7463 OLD RIVER Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000472,2025-03-16,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,5863 KNOLL Court,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000471,2025-03-16,2025,321,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000470,2025-03-15,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8235 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000469,2025-03-15,2025,622,No incident found on arrival at dispatch address,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",BELANGEE Drive and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,jefferson twp,2025-03-01
25115,2025000468,2025-03-14,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000467,2025-03-14,2025,142,Brush or brush-and-grass mixture fire,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3090 MANN Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000466,2025-03-14,2025,711,"Municipal alarm system, malicious false alarm",2,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-03-01
25115,2025000465,2025-03-14,2025,911,Citizen complaint,,,4 - Residential,419,1 or 2 family dwelling,8332 KENNEDY Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000464,2025-03-14,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,121 MILL Street,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000463,2025-03-14,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,315 DEER TRAIL Road,Reynoldsburg,OH,43068,reynoldsburg,2025-03-01
25115,2025000462,2025-03-14,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3311 LONGSTRETH PARK Place,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000461,2025-03-13,2025,631,Authorized controlled burning,,,4 - Residential,419,1 or 2 family dwelling,5284 CLARK STATE Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000460,2025-03-13,2025,151,"Outside rubbish, trash or waste fire",,,9 - Outside or Special Property,938,Graded and cared-for plots of land,14700 CLARK STATE Road Southwest,Pataskala,OH,43062,pataskala,2025-03-01
25115,2025000459,2025-03-13,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,771 CHESTNUT GROVE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000458,2025-03-13,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,3086 MANN Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000457,2025-03-13,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8087 BEARDSLEY Avenue,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000456,2025-03-13,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,8235 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000455,2025-03-13,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,775 HAWKS CREST Lane,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000454,2025-03-13,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,537 STREAMWATER Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000453,2025-03-13,2025,5535,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,7577 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000452,2025-03-13,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8076 NARROW LEAF Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000451,2025-03-12,2025,324,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway","CLARK STATE Road and  HAVENS RD, JEFFERS",Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000450,2025-03-12,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,14620 CLARK STATE Road Southwest,Pataskala,OH,43062,pataskala,2025-03-01
25115,2025000449,2025-03-12,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2710 FIELDWIN Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000448,2025-03-12,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7147 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000447,2025-03-12,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,500 North HAMILTON Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000446,2025-03-12,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,351 COTTAGE GROVE Circle,Pataskala,OH,43062,pataskala,2025-03-01
25115,2025000445,2025-03-12,2025,112,Fires in structure other than in a building,4,Automatic aid given,,,,145 North REYNOLDSBURG NEW ALBANY Road and N BRICE RD,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000444,2025-03-11,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1098 GOLDENEYE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000443,2025-03-10,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1374 PHLOX Avenue,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000442,2025-03-10,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7147 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000441,2025-03-10,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7877 BLACKLICK VIEW Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000440,2025-03-10,2025,321,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North WAGGONER Road and CLARK STATE RD,JEFFERSON TWP,OH,43054,jefferson twp,2025-03-01
25115,2025000439,2025-03-10,2025,611,Dispatched and cancelled en route,,,,,,4610 JOHNSTOWN Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000438,2025-03-09,2025,111,Building fire,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2766 NEWBERN Drive East,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000437,2025-03-09,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,5858 South ALLEY Drive,Whitehall,OH,43213,whitehall,2025-03-01
25115,2025000436,2025-03-09,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7150 CLARK STATE Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000435,2025-03-09,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,6876 LIATRIS Lane,New Albany,OH,43054,new albany,2025-03-01
25115,2025000434,2025-03-08,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,904 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000433,2025-03-08,2025,412,Gas leak (natural gas or LPG),,,4 - Residential,419,1 or 2 family dwelling,1255 CANDORA Street,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000432,2025-03-08,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1174 RAMEYS RUN Court,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000431,2025-03-08,2025,3211,Medical Alarm - Accidental False,,,4 - Residential,419,1 or 2 family dwelling,1291 POPPY HILLS Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000430,2025-03-08,2025,412,Gas leak (natural gas or LPG),2,Automatic aid received,1 - Assembly,142,Clubhouse,7271 ELKHORN Drive and ELKHORN DR / PRINCEVILLE CT,JEFFERSON TWP,OH,43004,jefferson twp,2025-03-01
25115,2025000429,2025-03-08,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,5858 South ALLEY Drive,Whitehall,OH,43213,whitehall,2025-03-01
25115,2025000428,2025-03-08,2025,745,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,706 STREAMWATER Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000427,2025-03-08,2025,412,Gas leak (natural gas or LPG),4,Automatic aid given,,,,9200 SMITHS MILL Road North,New Albany,OH,43054,new albany,2025-03-01
25115,2025000426,2025-03-07,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,5605 HAVENS CORNERS Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000425,2025-03-07,2025,740,"Unintentional transmission of alarm, other",2,Automatic aid received,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000424,2025-03-07,2025,321,"EMS call, excluding vehicle accident with injury",,,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000423,2025-03-07,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8962 PHILMONT CURVE Drive and 8970 PHILMONT CURVE Dr,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000422,2025-03-06,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,733 WALNUT GROVE Court,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000421,2025-03-06,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,165 WYCKSHIRE Drive,Pataskala,OH,43062,pataskala,2025-03-01
25115,2025000420,2025-03-06,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8693 BELWORTH Square,New Albany,OH,43054,new albany,2025-03-01
25115,2025000419,2025-03-06,2025,322,Motor vehicle accident with injuries,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway","HAVENS CORNERS Road and HAVENS CORNERS RD, MORRISON",JEFFERSON TWP,OH,43004,jefferson twp,2025-03-01
25115,2025000418,2025-03-06,2025,324,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,960,"Street, other",CLARK STATE Road and CLARK STATE RD / MANN RD,JEFFERSON TWP,OH,43230,jefferson twp,2025-03-01
25115,2025000417,2025-03-06,2025,735,Alarm system sounded due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,3288 BAGENDON Drive,New Albany,OH,43054,new albany,2025-03-01
25115,2025000416,2025-03-06,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8354 ALMOND PARK Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000415,2025-03-05,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,7 LIMITED Parkway,Reynoldsburg,OH,43068,reynoldsburg,2025-03-01
25115,2025000414,2025-03-05,2025,733,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,8707 CONESTOGA VALLEY Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000413,2025-03-05,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1351 PHLOX Avenue,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000412,2025-03-05,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000411,2025-03-05,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,1211 OAKWOOD Lane,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000410,2025-03-04,2025,733,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7752 COGWHEEL Drive,New Albany,OH,43054,new albany,2025-03-01
25115,2025000409,2025-03-04,2025,6711,Odor of gas - nothing found,,,4 - Residential,419,1 or 2 family dwelling,6597 WHEATLY Road,New Albany,OH,43054,new albany,2025-03-01
25115,2025000408,2025-03-04,2025,745,"Alarm system activation, no fire - unintentional",4,Automatic aid given,,,,517 HOWLAND Drive,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000407,2025-03-04,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8190 CLARK STATE Court,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000406,2025-03-04,2025,321,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000405,2025-03-04,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8417 MORRISON FARMS Court,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000404,2025-03-03,2025,251,"Excessive heat, scorch burns with no ignition",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3126 North REYNOLDSBURG NEW ALBANY Road,New Albany,OH,43054,new albany,2025-03-01
25115,2025000403,2025-03-03,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1138 CONESTOGA VALLEY Court,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000402,2025-03-03,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,9 - Outside or Special Property,965,Vehicle parking area,8372 East BROAD Street,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000401,2025-03-03,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7250 East BROAD Street,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000400,2025-03-03,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7311 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000399,2025-03-03,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2677 CARMIE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000398,2025-03-02,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1238 TARA PIPER Lane,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000397,2025-03-02,2025,745,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1680 EAGLE GLEN Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000396,2025-03-02,2025,736,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,8072 BOWFIN Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000395,2025-03-02,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,962 PREBLE Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000394,2025-03-01,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,234 ASHLEY Court,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000393,2025-03-01,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,421 ROCKY SPRINGS Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000392,2025-03-01,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8076 RAMEYS CROSSING Drive,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000391,2025-03-01,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,139 WICKFIELD Road,Blacklick,OH,43004,blacklick,2025-03-01
25115,2025000390,2025-03-01,2025,322,Motor vehicle accident with injuries,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",5839 CLARK STATE Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000389,2025-03-01,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,590 TAYLOR Road,Gahanna,OH,43230,gahanna,2025-03-01
25115,2025000388,2025-02-28,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,6175 HEADLEY Road,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000387,2025-02-28,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2940 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000386,2025-02-28,2025,321,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000385,2025-02-27,2025,735,Alarm system sounded due to malfunction,2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000384,2025-02-27,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,220 SANDRALA Drive,Reynoldsburg,OH,43068,reynoldsburg,2025-02-01
25115,2025000383,2025-02-27,2025,735,Alarm system sounded due to malfunction,4,Automatic aid given,,,,1406 BLATT Boulevard,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000382,2025-02-26,2025,745,"Alarm system activation, no fire - unintentional",2,Automatic aid received,1 - Assembly,121,"Ballroom, gymnasium",6800 KILOWATT Circle,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000381,2025-02-26,2025,745,"Alarm system activation, no fire - unintentional",4,Automatic aid given,,,,909 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000380,2025-02-26,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,295 GRANVILLE Street,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000379,2025-02-26,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2729 NEWBERN Drive East,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000378,2025-02-26,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7250 East BROAD Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000377,2025-02-25,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8115 SUMMIT Road Southwest,Reynoldsburg,OH,43068,reynoldsburg,2025-02-01
25115,2025000376,2025-02-24,2025,736,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7899 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000375,2025-02-23,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,147 ROYAL FARM East,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000374,2025-02-23,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,186 MACENROE Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000373,2025-02-23,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1251 CLOVERVIEW Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000372,2025-02-23,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1004 TAYLOR GLEN Boulevard East,Pataskala,OH,43062,pataskala,2025-02-01
25115,2025000371,2025-02-23,2025,111,Building fire,2,Automatic aid received,"5 - Mercantile, Business",529,"Textile, wearing apparel sales",8169 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-02-01
25115,2025000370,2025-02-23,2025,322,Motor vehicle accident with injuries,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",MORSE Road and BABBITT,JEFFERSON TWP,OH,43004,jefferson twp,2025-02-01
25115,2025000369,2025-02-23,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,777 WOODINGTON Drive,Pataskala,OH,43062,pataskala,2025-02-01
25115,2025000368,2025-02-23,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000367,2025-02-23,2025,6712,"CO Investigation, no detector - nothing found",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7899 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000366,2025-02-23,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1281 CLOVERVIEW Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000365,2025-02-22,2025,744,"Detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7815 FREESIA Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000364,2025-02-22,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,325 DEER TRAIL Road,Reynoldsburg,OH,43068,reynoldsburg,2025-02-01
25115,2025000363,2025-02-22,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7762 FREESIA Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000362,2025-02-21,2025,711,"Municipal alarm system, malicious false alarm",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3012 KNOLL Drive,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000361,2025-02-21,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000360,2025-02-21,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000359,2025-02-21,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8337 FAIR OAK Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000358,2025-02-21,2025,554,Assist invalid,,,4 - Residential,429,Multifamily dwelling,991 TAYLOR STATION Road,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000357,2025-02-21,2025,331,"Lock-in (if lock out , use 511 )",,,4 - Residential,419,1 or 2 family dwelling,1226 CANTERHURST Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000356,2025-02-20,2025,553,Public service,,,4 - Residential,419,1 or 2 family dwelling,7742 JEFFERSON Run,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000355,2025-02-20,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,CLEVELAND Road Southwest and TAYLOR RD SW,Pataskala,OH,43062,pataskala,2025-02-01
25115,2025000354,2025-02-20,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,"CLEVELAND Road Southwest and TAYLOR RD SW, PATASKA",PATASKALA,OH,43062,pataskala,2025-02-01
25115,2025000353,2025-02-20,2025,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7340 East BROAD Street,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000352,2025-02-20,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,"North HAMILTON Road and CARPENTER RD, GAHANNA",GAHANNA,OH,43230,gahanna,2025-02-01
25115,2025000351,2025-02-19,2025,611,Dispatched and cancelled en route,4,Automatic aid given,,,,"GRANVILLE Street and  SHULL AVE, GAHANNA",GAHANNA,OH,43230,gahanna,2025-02-01
25115,2025000350,2025-02-19,2025,444,Power line down,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway","8050 HAVENS CORNERS Road and  N WAGGONER RD,",Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000349,2025-02-19,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Reynoldsburg,OH,43068,reynoldsburg,2025-02-01
25115,2025000348,2025-02-19,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000347,2025-02-19,2025,7351,"Fire alarm activation, unknown cause (for mutual aid runs)",4,Automatic aid given,,,,13425 WORTHINGTON Road,New Albany,OH,43054,new albany,2025-02-01
25115,2025000346,2025-02-18,2025,321,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8531 PADDOCK Trail,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000345,2025-02-18,2025,111,Building fire,4,Automatic aid given,,,,600 AGLER Road,Gahanna,OH,43230,gahanna,2025-02-01
25115,2025000344,2025-02-18,2025,554,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7883 PRAIRIE WILLOW Drive,Blacklick,OH,43004,blacklick,2025-02-01
25115,2025000343,2025-02-18,2025,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,gahanna,2025-02-01
