street_name,year,run_count,total_sqft,appr_growth,sqft_growth
CHESTNUT GROVE COURT,2018,1.0,0.0,,
CHESTNUT GROVE COURT,2020,1.0,0.0,,
CHESTNUT GROVE COURT,2021,1.0,0.0,,
CHESTNUT GROVE COURT,2024,1.0,0.0,,
CHESTNUT GROVE DRIVE,2018,3.0,0.0,,
CHESTNUT GROVE DRIVE,2019,8.0,0.0,,
CHESTNUT GROVE DRIVE,2020,2.0,0.0,,
CHESTNUT GROVE DRIVE,2022,2.0,0.0,,
CHESTNUT GROVE DRIVE,2023,3.0,0.0,,
CHESTNUT GROVE DRIVE,2024,3.0,0.0,,
CHICKWEED STREET,2022,19.0,413520.0,,
CHICKWEED STREET,2023,57.0,413520.0,,
CHICKWEED STREET,2024,38.0,413520.0,0.0036243680545813752,0.0
CHICROY STREET,2018,24.0,623930.0,,
CHICROY STREET,2019,24.0,623930.0,,
CHICROY STREET,2021,48.0,623930.0,,
CHICROY STREET,2022,240.0,623930.0,,
CHICROY STREET,2023,72.0,623930.0,,
CHICROY STREET,2024,48.0,623930.0,0.0,0.0
CHILTON PL,2018,1.0,0.0,,
CHILTON PLACE,2022,1.0,0.0,,
CICADA STREET,2019,42.0,976320.0,,
CICADA STREET,2020,42.0,976320.0,,
CICADA STREET,2021,21.0,976320.0,,
CICADA STREET,2022,126.0,976320.0,,
CICADA STREET,2023,105.0,976320.0,,
CICADA STREET,2024,84.0,976320.0,0.0006510106543450988,0.0
CICADA STREET JEFFERSON TWP STREET,2022,1.0,0.0,,
CITADEL STREET,2024,1.0,0.0,,
CLARK STATE COURT,2020,10.0,483480.0,,
CLARK STATE COURT,2022,10.0,483480.0,,
CLARK STATE COURT,2024,10.0,483480.0,0.0,0.0
CLARK STATE ROAD,2018,320.0,4840315.0,,
CLARK STATE ROAD,2019,1280.0,4840315.0,,
CLARK STATE ROAD,2020,1280.0,4840315.0,,
CLARK STATE ROAD,2021,960.0,4840315.0,-0.3562663564989823,0.0
CLARK STATE ROAD,2022,7680.0,4840315.0,0.0,0.0
CLARK STATE ROAD,2023,5760.0,4840315.0,,
CLARK STATE ROAD,2024,8320.0,4840315.0,inf,0.004067113624205701
CLARK STATE ROAD JEFFERSON TWP / DARLING ROAD JEFFERSON TWP ROAD,2023,1.0,0.0,,
CLARK STATE ROAD JEFFERSON TWP / HAVENS ROAD JEFFERSON TWP ROAD,2022,1.0,0.0,,
CLARK STATE ROAD JEFFERSON TWP / HAVENS ROAD JEFFERSON TWP ROAD,2023,1.0,0.0,,
CLARK STATE ROAD JEFFERSON TWP / MOUND RIDGE WAY JEFFERSON TWP ROAD,2022,1.0,0.0,,
CLARK STATE ROAD ROAD,2024,1.0,0.0,,
CLARK STATE ROAD SW,2018,1.0,0.0,,
CLARK STATE ROAD SW,2021,1.0,0.0,,
CLARK STATE XING,2021,1.0,0.0,,
CLAYCRAFT ROAD,2019,4.0,0.0,,
CLAYCRAFT ROAD,2020,3.0,0.0,,
CLAYCRAFT ROAD,2021,1.0,0.0,,
CLAYCRAFT ROAD,2022,2.0,0.0,,
CLAYCRAFT ROAD,2023,1.0,0.0,,
CLAYCRAFT ROAD,2024,1.0,0.0,,
CLEAR CREEK COURT,2022,112.0,1003010.0,,
CLEAR CREEK COURT,2024,16.0,1003010.0,-0.061855670103092786,0.0
CLEMSON STREET,2020,1.0,0.0,,
CLEMSON STREET,2024,1.0,0.0,,
CLEMTON,2022,2.0,0.0,,
CLEMTON,2023,2.0,0.0,,
CLEMTON,2024,1.0,0.0,,
CLEMTON PARK,2020,153.0,2698750.0,,
CLEMTON PARK,2021,102.0,2698750.0,,
CLEMTON PARK,2022,204.0,2698750.0,,
CLEMTON PARK,2023,255.0,2698750.0,,
CLEMTON PARK,2024,102.0,2698750.0,0.0,-0.011322695035460992
CLEVELAND ROAD,2019,1.0,0.0,,
CLEVELAND ROAD,2020,1.0,0.0,,
CLEVELAND ROAD,2024,1.0,0.0,,
CLEVELAND ROAD SW,2020,1.0,0.0,,
CLIFFVIEW DRIVE,2023,2.0,0.0,,
CLIFFVIEW DRIVE,2024,1.0,0.0,,
CLIMBING FIG DRIVE,2018,96.0,791470.0,,
CLIMBING FIG DRIVE,2019,144.0,791470.0,,
CLIMBING FIG DRIVE,2020,24.0,791470.0,,
CLIMBING FIG DRIVE,2022,312.0,791470.0,,
CLIMBING FIG DRIVE,2023,360.0,791470.0,,
CLIMBING FIG DRIVE,2024,168.0,791470.0,0.0017968177412109635,0.0002188822413541549
CLOTTS ROAD,2019,18.0,246910.0,,
CLOTTS ROAD,2020,27.0,246910.0,,
CLOTTS ROAD,2021,9.0,246910.0,,
CLOTTS ROAD,2022,45.0,246910.0,,
CLOTTS ROAD,2023,63.0,246910.0,,
CLOTTS ROAD,2024,18.0,246910.0,0.001898321172213323,0.005837236136564172
CLOUSE ROAD,2022,1.0,0.0,,
CLOUSE ROAD,2024,1.0,0.0,,
CLOVERLY DRIVE,2024,2.0,0.0,,
CLOVERVIEW STREET,2022,24.0,600160.0,,
CLOVERVIEW STREET,2024,24.0,600160.0,0.0,0.0
COB TAIL WAY,2022,1.0,0.0,,
COB TAIL WAY,2023,1.0,0.0,,
COBBLE,2023,1.0,0.0,,
COBBLE HILL,2020,3.0,0.0,,
COBBLE HILL,2021,3.0,0.0,,
COBBLE HILL,2023,1.0,0.0,,
CODRINGTON CIR,2018,2.0,0.0,,
COGWHEEL DRIVE,2021,20.0,468630.0,,
COGWHEEL DRIVE,2022,140.0,468630.0,,
COGWHEEL DRIVE,2023,80.0,468630.0,,
COGWHEEL DRIVE,2024,160.0,468630.0,0.0,0.0
COLDWELL COURT,2024,1.0,0.0,,
COLE PARK LOOP,2020,1.0,0.0,,
COLEBRIDGE DRIVE,2018,23.0,1078500.0,,
COLEBRIDGE DRIVE,2023,23.0,1078500.0,,
COLLINGVILLE WAY,2023,1.0,0.0,,
COLONY PLACE,2023,1.0,0.0,,
COLTS NECK ROAD,2020,99.0,2559272.0,,
COLTS NECK ROAD,2021,66.0,2559272.0,,
COLTS NECK ROAD,2022,99.0,2559272.0,,
COLTS NECK ROAD,2023,264.0,2559272.0,,
COLTS NECK ROAD,2024,165.0,2559272.0,-0.08189963146196996,0.0
COLUMBIA ROAD,2021,1.0,0.0,,
COLUMBIA ROAD,2023,1.0,0.0,,
COLUMBIA ROAD SW,2019,1.0,0.0,,
COLUMBUS / BANNOCKBURN BOULEVARD,2022,1.0,0.0,,
COLUMBUS / BROAD POINTE PLACE,2022,1.0,0.0,,
COLUMBUS / BROAD STREET,2022,1.0,0.0,,
COMMERCE COURT DRIVE,2018,1.0,0.0,,
COMMONWEALTH DRIVE,2019,22.0,294810.0,,
COMMONWEALTH DRIVE,2021,11.0,294810.0,,
COMMONWEALTH DRIVE,2022,22.0,294810.0,,
COMMONWEALTH DRIVE,2023,33.0,294810.0,,
COMMONWEALTH DRIVE,2024,55.0,294810.0,-0.014652461470755808,0.0
CONESTOGA VALLEY,2019,3.0,157740.0,,
CONESTOGA VALLEY COURT,2020,1.0,0.0,,
CONESTOGA VALLEY DRIVE,2019,128.0,3027860.0,,
CONESTOGA VALLEY DRIVE,2020,384.0,3027860.0,,
CONESTOGA VALLEY DRIVE,2021,128.0,3027860.0,,
CONESTOGA VALLEY DRIVE,2022,512.0,3027860.0,,
CONESTOGA VALLEY DRIVE,2023,832.0,3027860.0,,
CONESTOGA VALLEY DRIVE,2024,448.0,3027860.0,0.0003773988963692923,-5.918560606060601e-05
CONINE WAY,2020,1.0,0.0,,
CONINE WAY,2021,1.0,0.0,,
CONNER RIDGE STREET,2020,38.0,737110.0,,
CONNER RIDGE STREET,2021,38.0,737110.0,,
CONNER RIDGE STREET,2023,38.0,737110.0,,
COPPERSHELL STREET,2019,20.0,688340.0,,
COPPERSHELL STREET,2020,40.0,688340.0,,
COPPERSHELL STREET,2021,20.0,688340.0,,
COPPERSHELL STREET,2022,20.0,688340.0,,
COPPERSHELL STREET,2023,20.0,688340.0,,
CORDELLA STREET,2020,34.0,1644740.0,,
CORDELLA STREET,2022,204.0,1644740.0,,
CORDELLA STREET,2023,102.0,1644740.0,,
CORDELLA STREET,2024,136.0,1644740.0,0.010477808577068733,0.0
CORONATION AVENUE,2022,1.0,0.0,,
CORONATION AVENUE,2023,1.0,0.0,,
CORYLUS DRIVE,2022,1.0,0.0,,
COTSWOLD PLACE,2023,2.0,0.0,,
COTTAGE GROVE CIRCLE,2022,1.0,0.0,,
COTTERREW DRIVE,2019,1.0,0.0,,
COTTERREW DRIVE,2020,1.0,0.0,,
COTTERREW DRIVE,2024,1.0,0.0,,
COVENTRY AVENUE NW,2019,1.0,0.0,,
CRAFTON TRAIL LOOP,2021,2.0,0.0,,
CRAFTON TRAIL LOOP,2022,3.0,0.0,,
CRAFTON TRAIL LOOP,2023,2.0,0.0,,
CRAWFORD FARMS DRIVE,2018,1.0,0.0,,
CRAWFORD FARMS DRIVE,2020,1.0,0.0,,
CRAWFORD FARMS DRIVE,2022,1.0,0.0,,
CRAWFORD FARMS DRIVE,2023,1.0,0.0,,
CREEK HOLLOW ROAD,2018,33.0,2101385.0,,
CREEK HOLLOW ROAD,2019,66.0,2101385.0,,
CREEK HOLLOW ROAD,2021,33.0,2101385.0,,
CREEK HOLLOW ROAD,2022,99.0,2101385.0,,
CREEK HOLLOW ROAD,2023,297.0,2101385.0,,
CREEK HOLLOW ROAD,2024,297.0,2101385.0,-0.07017340960559618,0.0
CREEKPARK COURT,2019,1.0,0.0,,
CREEKSTONE LANE,2018,2.0,0.0,,
CREEKSTONE LANE,2019,4.0,0.0,,
CREEKSTONE LANE,2023,1.0,0.0,,
CREEKWAY COURT,2024,1.0,0.0,,
CREEKWOOD ESTATES DRIVE,2018,1.0,0.0,,
CREEKWOOD ESTATES DRIVE,2019,1.0,0.0,,
CREEKWOOD ESTATES DRIVE,2021,1.0,0.0,,
CREEKWOOD ESTATES DRIVE,2022,3.0,0.0,,
CREEKWOOD ESTATES DRIVE,2024,3.0,0.0,,
CREIGHTON COURT,2019,1.0,0.0,,
CREIGHTON COURT,2020,1.0,0.0,,
CRESTVIEW STREET,2024,1.0,0.0,,
CRESWELL DRIVE,2020,1.0,0.0,,
CRETE LANE,2018,2.0,0.0,,
CRETE LANE,2019,7.0,0.0,,
CRETE LANE,2020,4.0,0.0,,
CRETE LANE,2021,1.0,0.0,,
CRETE LANE,2022,1.0,0.0,,
CROMWELL END,2022,1.0,0.0,,
CROOKED MAPLE DRIVE,2019,3.0,0.0,,
CROOKED MAPLE DRIVE,2020,3.0,0.0,,
CROOKED MAPLE DRIVE,2022,1.0,0.0,,
CROOKED MAPLE DRIVE,2023,2.0,0.0,,
CROOKED MAPLE DRIVE,2024,1.0,0.0,,
CROOKED MILE ROAD,2023,21.0,397200.0,,
CROOKED MILE ROAD,2024,14.0,397200.0,0.0,0.0
CROSS POINTE ROAD,2019,6.0,0.0,,
CROSS POINTE ROAD,2020,4.0,0.0,,
CROSS POINTE ROAD,2021,1.0,0.0,,
CROSS POINTE ROAD,2022,9.0,0.0,,
CROSS POINTE ROAD,2023,8.0,0.0,,
CROSS POINTE ROAD,2024,6.0,0.0,,
CROSSET HILL DRIVE,2022,1.0,0.0,,
CROWN HILL COURT,2020,1.0,0.0,,
CRYSTAL TREE COURT,2023,16.0,495512.0,,
CUMBERLAND CHASE BOULEVARD SW,2021,1.0,0.0,,
CYPRESS LANE,2021,1.0,0.0,,
CYPRESS LANE,2024,1.0,0.0,,
CYPRESS STREET,2019,1.0,0.0,,
CYPRESS STREET,2022,1.0,0.0,,
DALGLEN DRIVE,2023,1.0,0.0,,
DANDY BRUSH LANE,2023,1.0,0.0,,
DARK STAR AVENUE,2020,1.0,0.0,,
DARK STAR AVENUE,2022,1.0,0.0,,
DARLING ROAD,2020,33.0,1442211.0,,
DARLING ROAD,2022,99.0,1442211.0,,
DARLING ROAD,2023,297.0,1442211.0,,
DARLING ROAD,2024,198.0,1442211.0,0.0,0.0
DAUGHERTY DRIVE,2020,1.0,0.0,,
DAVENTRY LANE,2022,1.0,0.0,,
DAVID AVENUE,2019,1.0,0.0,,
DAVIDSON DRIVE,2022,1.0,0.0,,
DEAN FARM ROAD,2018,1.0,0.0,,
DEER PARK WAY,2018,2.0,0.0,,
DEER PARK WAY,2019,1.0,0.0,,
DEER PARK WAY,2020,1.0,0.0,,
DEER PARK WAY,2022,4.0,0.0,,
DEER PARK WAY,2023,4.0,0.0,,
DEER PARK WAY,2024,9.0,0.0,,
DEER RUN,2020,1.0,0.0,,
DEER RUN,2024,1.0,0.0,,
DEER TRAIL COURT,2024,5.0,129190.0,0.0,0.0
DEER TRAIL ROAD,2018,93.0,750145.0,,
DEER TRAIL ROAD,2019,31.0,750145.0,,
DEER TRAIL ROAD,2020,31.0,750145.0,,
DEER TRAIL ROAD,2021,31.0,750145.0,,
DEER TRAIL ROAD,2022,62.0,750145.0,,
DEER TRAIL ROAD,2023,124.0,750145.0,,
DEER TRAIL ROAD,2024,186.0,750145.0,0.00011376276671048296,0.0
DEERING OAKS DRIVE,2024,1.0,0.0,,
DEERWOOD AVENUE,2019,1.0,0.0,,
DEERWOOD AVENUE,2020,1.0,0.0,,
DEERWOOD AVENUE,2023,1.0,0.0,,
DEFFENBAUGH COURT,2019,1.0,0.0,,
DEFFENBAUGH COURT,2021,1.0,0.0,,
DEFFENBAUGH COURT,2022,1.0,0.0,,
DELLFIELD WAY,2021,1.0,0.0,,
DELLFIELD WAY,2022,1.0,0.0,,
DENISON AVENUE,2021,1.0,0.0,,
DENWOOD DRIVE,2021,1.0,0.0,,
DENWOOD DRIVE,2022,1.0,0.0,,
DEPAUW COURT,2018,1.0,0.0,,
DEPAUW COURT,2022,1.0,0.0,,
DESERT WILLOW DRIVE,2021,6.0,272240.0,,
DESERT WILLOW DRIVE,2022,6.0,272240.0,,
DESERT WILLOW DRIVE,2023,12.0,272240.0,,
DESERT WILLOW DRIVE,2024,12.0,272240.0,0.0,0.0
DEVERELL,2022,2.0,0.0,,
DEVERELL,2024,1.0,0.0,,
DEVERELL DRIVE,2022,14.0,695820.0,,
DEVERELL DRIVE,2024,14.0,695820.0,0.0,0.0
DIAL DRIVE,2022,1.0,0.0,,
DIRECTORY DRIVE,2020,1.0,0.0,,
DIVEN LANE,2021,1.0,0.0,,
DIVERSEY LOOP,2024,1.0,0.0,,
DIXON ROAD,2020,23.0,889775.0,inf,
DIXON ROAD,2022,46.0,889775.0,,
DIXON ROAD,2023,46.0,889775.0,,
DIXON ROAD,2024,161.0,889775.0,0.1899787106707052,0.0
DIXON ROAD PATASKALA / HAVENS CORNERS ROAD PATASKALA ROAD,2022,1.0,0.0,,
DOBBINS DRIVE,2020,1.0,0.0,,
DOBBINS DRIVE,2022,1.0,0.0,,
DOBBINS DRIVE,2024,1.0,0.0,,
DOBBS AVENUE,2019,2.0,0.0,,
DOGWOOD PL,2019,6.0,147570.0,,
DOGWOOD PL,2021,18.0,147570.0,,
DOGWOOD PLACE,2023,3.0,0.0,,
DOLMEN DRIVE,2019,4.0,0.0,,
DOLMEN DRIVE,2023,1.0,0.0,,
DONOVAN DRIVE,2018,4.0,0.0,,
DONOVAN DRIVE,2019,4.0,0.0,,
DONOVAN DRIVE,2023,3.0,0.0,,
DORIS ROAD,2023,1.0,0.0,,
DOUGLASFIR DRIVE,2024,3.0,0.0,,
DOVER POND DRIVE,2018,1.0,0.0,,
DOVER RIDGE COURT,2019,90.0,1157730.0,,
DOVER RIDGE COURT,2022,90.0,1157730.0,,
DOVER RIDGE COURT,2023,60.0,1157730.0,,
DOVER RIDGE COURT,2024,240.0,1157730.0,0.00024121484567732237,0.0
DOVER RIDGE DRIVE,2022,14.0,579440.0,,
DOVER RIDGE DRIVE,2023,28.0,579440.0,,
DOVER RIDGE DRIVE,2024,28.0,579440.0,0.0,0.0
DRAYMORE,2023,1.0,0.0,,
DRAYMORE,2024,1.0,0.0,,
DRAYTON HALL,2021,1.0,0.0,,
DRESSAGE TRCE,2019,3.0,0.0,,
DRESSAGE TRCE,2020,1.0,0.0,,
DRYDEN,2019,1.0,0.0,,
DUBLIN-GRANVILLE ROAD,2020,2.0,0.0,,
DUBLIN-GRANVILLE ROAD,2021,1.0,0.0,,
DUBLIN-GRANVILLE ROAD,2023,1.0,0.0,,
DUETTE DRIVE,2023,1.0,0.0,,
DUGAN RIDGE DRIVE,2019,8.0,358140.0,,
DUGAN RIDGE DRIVE,2020,8.0,358140.0,,
DUGAN RIDGE DRIVE,2022,8.0,358140.0,,
DUGAN RIDGE DRIVE,2023,16.0,358140.0,,
DUNBARTON ROAD,2018,1.0,0.0,,
DUNBARTON ROAD,2020,1.0,0.0,,
DUNBARTON ROAD,2022,2.0,0.0,,
DUNCAN PLAINS ROAD NW,2019,1.0,0.0,,
DUNCHURCH ROAD,2020,1.0,0.0,,
DUNCHURCH ROAD,2022,1.0,0.0,,
DUNOON DRIVE,2022,1.0,0.0,,
DUNOON DRIVE,2023,1.0,0.0,,
DYSAR RUN DRIVE,2019,1.0,0.0,,
DYSAR RUN DRIVE,2020,1.0,0.0,,
DYSAR RUN DRIVE,2024,1.0,0.0,,
EAGLE GLEN,2024,1.0,0.0,,
EAGLE GLEN DRIVE,2019,25.0,1458865.0,,
EAGLE GLEN DRIVE,2021,25.0,1458865.0,,
EAGLE GLEN DRIVE,2022,75.0,1458865.0,,
EAGLE GLEN DRIVE,2023,275.0,1458865.0,,
EAGLE GLEN DRIVE,2024,175.0,1458865.0,-0.005617108591343496,0.0
EALY COURT,2023,1.0,0.0,,
EASTGATE PARKWAY,2019,1.0,0.0,,
EASTGATE PARKWAY,2020,1.0,0.0,,
EASTGATE PARKWAY,2022,4.0,0.0,,
EASTGATE PARKWAY,2023,1.0,0.0,,
EASTGATE PARKWAY,2024,4.0,0.0,,
EASTPOINTE LAKE DRIVE,2020,1.0,0.0,,
EASTPOINTE LAKE DRIVE,2024,1.0,0.0,,
EASTPOINTE RIDGE DRIVE,2018,3.0,0.0,,
EASTPOINTE RIDGE DRIVE,2019,2.0,0.0,,
EASTPOINTE RIDGE DRIVE,2020,3.0,0.0,,
EASTPOINTE RIDGE DRIVE,2022,3.0,0.0,,
EASTPOINTE RIDGE DRIVE,2023,6.0,0.0,,
EASTPOINTE RIDGE DRIVE,2024,2.0,0.0,,
EBERTON AVENUE,2021,1.0,0.0,,
EBERTON AVENUE,2023,1.0,0.0,,
EBRINGTON ROAD,2024,1.0,0.0,,
EDDINGTON DRIVE,2019,1.0,0.0,,
EDDINGTON DRIVE,2023,2.0,0.0,,
EDDINGTON DRIVE,2024,1.0,0.0,,
EISEN DRIVE,2018,1.0,0.0,,
EISEN DRIVE,2020,1.0,0.0,,
EISEN DRIVE,2023,1.0,0.0,,
ELANA AVENUE,2020,1.0,0.0,,
ELGIN TRAIL DRIVE,2022,28.0,645780.0,,
ELGIN TRAIL DRIVE,2023,28.0,645780.0,,
ELGIN TRAIL DRIVE,2024,28.0,645780.0,0.0,0.0
ELKHORN DRIVE,2019,16.0,1054133.0,,
ELKHORN DRIVE,2022,16.0,1054133.0,,
ELKHORN DRIVE,2023,32.0,1054133.0,,
ELKHORN DRIVE,2024,32.0,1054133.0,0.0,0.0
ELLINGTON CIR,2020,1.0,0.0,,
EMMONS AVENUE,2024,1.0,0.0,,
EMORY STREET,2022,1.0,0.0,,
EMORY STREET,2023,2.0,0.0,,
EMORY STREET,2024,2.0,0.0,,
EMPIRE DRIVE,2019,3.0,0.0,,
EMPIRE DRIVE,2020,3.0,0.0,,
EMPIRE DRIVE,2021,1.0,0.0,,
EMPIRE DRIVE,2023,3.0,0.0,,
EMPIRE DRIVE,2024,1.0,0.0,,
ENTERPRISE DRIVE,2022,1.0,0.0,,
ENTERPRISE DRIVE,2024,1.0,0.0,,
EQUITANA WAY,2019,4.0,0.0,,
EQUITANA WAY,2022,3.0,0.0,,
EQUITANA WAY,2024,1.0,0.0,,
ESTATE VIEW DRIVE,2018,46.0,2408880.0,,
ESTATE VIEW DRIVE,2019,46.0,2408880.0,,
ESTATE VIEW DRIVE,2020,92.0,2408880.0,,
ESTATE VIEW DRIVE,2021,46.0,2408880.0,,
ESTATE VIEW DRIVE,2022,322.0,2408880.0,,
ESTATE VIEW DRIVE,2023,276.0,2408880.0,,
ESTATE VIEW DRIVE,2024,138.0,2408880.0,0.0,0.0
ESTATES LANE,2024,1.0,0.0,,
ETNA PARKWAY,2022,1.0,0.0,,
ETNA PARKWAY,2024,2.0,0.0,,
EUROGREY COURT,2019,1.0,0.0,,
EUROGREY COURT,2020,1.0,0.0,,
EUROGREY COURT,2022,1.0,0.0,,
EVELAND COURT,2023,1.0,0.0,,
EYRE HALL PASS,2019,1.0,0.0,,
FAIR OAK DRIVE,2018,1.0,0.0,,
FAIR OAK DRIVE,2019,1.0,0.0,,
FAIR OAK DRIVE,2021,3.0,0.0,,
FAIR OAK DRIVE,2023,6.0,0.0,,
FAIR OAK DRIVE,2024,7.0,0.0,,
FAIRBURY WAY,2018,1.0,0.0,,
FAIRFAX LOOP DRIVE,2020,1.0,0.0,,
FAITH ANN DRIVE,2023,1.0,0.0,,
FAITH ANN DRIVE,2024,1.0,0.0,,
FALCON HUNTER,2020,1.0,0.0,,
FALCON HUNTER WAY,2018,3.0,0.0,,
FALCON HUNTER WAY,2020,1.0,0.0,,
FALCON HUNTER WAY,2021,1.0,0.0,,
FALCON HUNTER WAY,2022,5.0,0.0,,
FALCON HUNTER WAY,2023,3.0,0.0,,
FALCON HUNTER WAY,2024,2.0,0.0,,
FALLOW COURT,2018,2.0,0.0,,
FANCHER ROAD,2024,1.0,0.0,,
FANCHER ROAD NW,2022,1.0,0.0,,
FARBER COURT,2023,1.0,0.0,,
FAREHARM DRIVE,2020,1.0,0.0,,
FAREHARM DRIVE,2022,1.0,0.0,,
FARLINGTON DRIVE,2021,49.0,1980560.0,,
FARLINGTON DRIVE,2022,98.0,1980560.0,,
FARLINGTON DRIVE,2023,196.0,1980560.0,,
FARLINGTON DRIVE,2024,392.0,1980560.0,-0.2982491736321792,0.0015835312747426765
FARM CREEK DRIVE,2020,1.0,0.0,,
FARM CREEK DRIVE,2022,1.0,0.0,,
FARM CREEK DRIVE,2023,3.0,0.0,,
FARM HILL COURT,2019,1.0,0.0,,
FARM HILL COURT,2021,1.0,0.0,,
FARM HILL DRIVE,2022,2.0,0.0,,
FARM HILL DRIVE,2023,1.0,0.0,,
FAWNDALE PLACE,2022,1.0,0.0,,
FENCHURCH WAY,2021,1.0,0.0,,
FENWAY ROAD,2018,1.0,0.0,,
FENWAY ROAD,2020,1.0,0.0,,
FENWAY ROAD,2022,1.0,0.0,,
FIELD MCOWEN ROAD JEFFERSON TWP ROAD,2022,1.0,0.0,,
FIELDWIN DRIVE,2024,78.0,709130.0,0.004067552260323361,-0.04375359815774323
FINSTOCK COURT,2018,1.0,0.0,,
FINSTOCK WAY,2023,1.0,0.0,,
FIRSTGATE DRIVE,2018,1.0,0.0,,
FIRSTGATE DRIVE,2022,1.0,0.0,,
FITCH PATH ROAD,2023,1.0,0.0,,
FLEETRUN AVENUE,2020,1.0,0.0,,
FLEETRUN AVENUE,2021,1.0,0.0,,
FLEETRUN AVENUE,2022,2.0,0.0,,
FLEETRUN AVENUE,2023,2.0,0.0,,
FLEETRUN AVENUE,2024,1.0,0.0,,
FLINT RIDGE DRIVE,2019,2.0,0.0,,
FLINT RIDGE DRIVE,2020,2.0,0.0,,
FLINT RIDGE DRIVE,2022,4.0,0.0,,
FLINT RIDGE DRIVE,2023,1.0,0.0,,
FLINT RIDGE DRIVE,2024,2.0,0.0,,
FLOWERING CHERRY COURT,2024,1.0,0.0,,
FLOWERING CHERRY DRIVE,2019,1.0,0.0,,
FLOWERING CHERRY DRIVE,2024,1.0,0.0,,
FOREST DRIVE,2018,2.0,0.0,,
FOREST DRIVE,2019,1.0,0.0,,
FOREST DRIVE,2020,2.0,0.0,,
FOREST DRIVE,2021,2.0,0.0,,
FOREST DRIVE,2023,2.0,0.0,,
FOREST DRIVE,2024,2.0,0.0,,
FORESTWOOD DRIVE,2018,1.0,0.0,,
FORTKORT DRIVE,2019,1.0,0.0,,
FOX CHASE DRIVE,2022,26.0,775850.0,,
FOX CHASE DRIVE,2024,13.0,775850.0,0.0,0.0
FOX HALL DRIVE,2022,1.0,0.0,,
FOX LAKE DRIVE,2018,14.0,785720.0,,
FOX TAIL DRIVE,2018,8.0,116630.0,,
FOX TAIL DRIVE,2021,8.0,116630.0,,
FOX TAIL DRIVE,2022,8.0,116630.0,,
FOX TAIL DRIVE,2023,16.0,116630.0,,
FOX TAIL DRIVE,2024,16.0,116630.0,inf,0.0
FOXCREEK LANE,2020,1.0,0.0,,
FOXHALL ROAD,2020,14.0,730880.0,,
FOXHALL ROAD,2022,56.0,730880.0,,
FOXHALL ROAD,2023,56.0,730880.0,,
FOXHALL ROAD,2024,70.0,730880.0,0.019053039542510235,0.0
FOXWOOD DRIVE,2018,1.0,0.0,,
FOXWOOD DRIVE,2022,1.0,0.0,,
FREESIA STREET,2018,248.0,1501460.0,,
FREESIA STREET,2019,62.0,1501460.0,,
FREESIA STREET,2020,186.0,1501460.0,,
FREESIA STREET,2021,186.0,1501460.0,,
FREESIA STREET,2022,434.0,1501460.0,,
FREESIA STREET,2023,868.0,1501460.0,,
FREESIA STREET,2024,1240.0,1501460.0,0.00018847408481333677,0.0
FRENCH RUN LANE,2019,1.0,0.0,,
FRENCH RUN LANE,2024,1.0,0.0,,
FURTH DRIVE,2020,1.0,0.0,,
GAHANNA / HAMILTON ROAD,2022,1.0,0.0,,
GAHANNA HAMILTON ROAD AT I 270 ( CONNECTOR RAMP/RAMP HAMILTON ROAD TO I 270 NB RAMP ),2022,1.0,0.0,,
GAHANNA HIGHLANDS DRIVE,2020,1.0,0.0,,
GAHANNA PARKWAY,2019,3.0,0.0,,
GAHANNA PARKWAY,2020,3.0,0.0,,
GAHANNA PARKWAY,2022,2.0,0.0,,
GAHANNA PARKWAY,2023,4.0,0.0,,
GAHANNA PARKWAY,2024,6.0,0.0,,
GAHANNA US 62 ( JOHNSTOWN ROAD/US 62 ) ROAD,2022,1.0,0.0,,
GALWAY BEND DRIVE,2019,1.0,0.0,,
GAREY VALLEY AVENUE,2018,1.0,0.0,,
GAREY VALLEY AVENUE,2019,1.0,0.0,,
GAREY VALLEY AVENUE,2020,1.0,0.0,,
GAREY VALLEY AVENUE,2022,1.0,0.0,,
GARY LEE DRIVE,2018,1.0,0.0,,
GARY LEE DRIVE,2021,2.0,0.0,,
GARY LEE DRIVE,2023,1.0,0.0,,
GENESSEE AVENUE,2022,1.0,0.0,,
GEORGIA AVENUE,2019,1.0,0.0,,
GEORGIA AVENUE,2021,1.0,0.0,,
GERANIUM DRIVE,2019,34.0,408790.0,,
GERANIUM DRIVE,2021,17.0,408790.0,,
GERANIUM DRIVE,2022,17.0,408790.0,,
GERANIUM DRIVE,2023,34.0,408790.0,,
GERANIUM DRIVE,2024,17.0,408790.0,0.0026396401541211294,0.0037136066547831265
GLENBEACOME STREET,2019,60.0,846940.0,,
GLENBEACOME STREET,2022,20.0,846940.0,,
GLENBEACOME STREET,2023,80.0,846940.0,,
GLENBEACOME STREET,2024,160.0,846940.0,0.0,0.0
GLENKIRK DRIVE,2019,2.0,0.0,,
GLENKIRK DRIVE,2022,1.0,0.0,,
GLENKIRK DRIVE,2023,1.0,0.0,,
GOLDEN WILLOW PL,2018,6.0,237240.0,,
GOLDEN WILLOW PL,2020,6.0,237240.0,,
GOLDEN WILLOW PLACE,2022,1.0,0.0,,
GOLDEN WILLOW PLACE,2024,3.0,0.0,,
GOLDENEYE DRIVE,2021,30.0,655820.0,,
