agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned,clean_address
25115,2024002130,2024-12-14,2024.0,735.0,Alarm system sounded due to malfunction,2.0,Automatic aid received,8 - Storage,891,Warehouse,8231 East BROAD Street,Reynoldsburg,OH,43068,2024002130,2024,2024002130,8231 East Broad St
25115,2024002129,2024-12-14,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004,2024002129,2024,2024002129,180 Royal Farm East
25115,2024002128,2024-12-14,2024.0,611.0,Dispatched and cancelled en route,,,,,,7858 BLACKLICK VIEW Drive,Blacklick,OH,43004,2024002128,2024,2024002128,7858 Blacklick View Dr
25115,2024002127,2024-12-14,2024.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,3811 MANN Road,Gahanna,OH,43230,2024002127,2024,2024002127,3811 Mann Rd
25115,2024002126,2024-12-14,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7804 JEFFERSON Run,Blacklick,OH,43004,2024002126,2024,2024002126,7804 Jefferson Run
25115,2024002125,2024-12-14,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS Drive,Blacklick,OH,43004,2024002125,2024,2024002125,396 Rocky Springs Dr
25115,2024002124,2024-12-13,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8039 BEARDSLEY Avenue,Blacklick,OH,43004,2024002124,2024,2024002124,8039 Beardsley Ave
25115,2024002123,2024-12-13,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,8 - Storage,891,Warehouse,8455 East BROAD Street,Reynoldsburg,OH,43068,2024002123,2024,2024002123,8455 East Broad St
25115,2024002122,2024-12-13,2024.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,963,Street or road in commercial area,8089 East BROAD Street,Reynoldsburg,OH,43068,2024002122,2024,2024002122,8089 East Broad St
25115,2024002121,2024-12-13,2024.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,1 - Assembly,142,Clubhouse,700 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2024002121,2024,2024002121,700 North Reynoldsburg New Albany Rd
25115,2024002120,2024-12-13,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6631 KARSTEN Place,Blacklick,OH,43004,2024002120,2024,2024002120,6631 Karsten Pl
25115,2024002119,2024-12-13,2024.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7360 SKYLAND Court,Blacklick,OH,43004,2024002119,2024,2024002119,7360 Skyland Ct
25115,2024002118,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8200 CREEK HOLLOW Road,Blacklick,OH,43004,2024002118,2024,2024002118,8200 Creek Hollow Rd
25115,2024002117,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2647 TABERVILLE Drive,Blacklick,OH,43004,2024002117,2024,2024002117,2647 Taberville Dr
25115,2024002116,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,8363  Humboldt  Road,Blacklick,OH,43004,2024002116,2024,2024002116,8363 Humboldt Rd
25115,2024002115,2024-12-12,2024.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1379 CLIMBING FIG Drive,Blacklick,OH,43004,2024002115,2024,2024002115,1379 Climbing Fig Dr
25115,2024002114,2024-12-12,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8203 ROYAL ELM Drive,Blacklick,OH,43004,2024002114,2024,2024002114,8203 Royal Elm Dr
25115,2024002113,2024-12-11,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,5189 CLARK STATE Road,Gahanna,OH,43230,2024002113,2024,2024002113,5189 Clark State Rd
25115,2024002112,2024-12-11,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1330 PENDERSON Court,New Albany,OH,43054,2024002112,2024,2024002112,1330 Penderson Ct
25115,2024002111,2024-12-11,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,7818 ASTRA Circle,Reynoldsburg,OH,43068,2024002111,2024,2024002111,7818 Astra Circle
25115,2024002110,2024-12-11,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,701 TECH CENTER Drive,Gahanna,OH,43230,2024002110,2024,2024002110,701 Tech Center Dr
25115,2024002109,2024-12-11,2024.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002109,2024,2024002109,1195 Technology Dr
25115,2024002108,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",3001 North REYNOLDSBURG-NEW ALBANY Road and 6767 Havens Corners Rd.,Blacklick,OH,43004,2024002108,2024,2024002108,3001 North Reynoldsburg New Albany Rd
25115,2024002107,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",CLARK STATE Road and HERITAGE ST,Blacklick,OH,43004,2024002107,2024,2024002107,Clark State Rd
25115,2024002106,2024-12-10,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,700 VENETIAN,Gahanna,OH,43230,2024002106,2024,2024002106,700 Venetian
25115,2024002105,2024-12-10,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,300 South HAMILTON Road,Gahanna,OH,43230,2024002105,2024,2024002105,300 South Hamilton Rd
25115,2024002104,2024-12-10,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,951 TAYLOR STATION Road,Gahanna,OH,43230,2024002104,2024,2024002104,951 Taylor Station Rd
25115,2024002103,2024-12-09,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,8455 East BROAD Street,Reynoldsburg,OH,43068,2024002103,2024,2024002103,8455 East Broad St
25115,2024002102,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8187 ROYAL ELM Drive,Blacklick,OH,43004,2024002102,2024,2024002102,8187 Royal Elm Dr
25115,2024002101,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 East BROAD Street,Reynoldsburg,OH,43068,2024002101,2024,2024002101,8231 East Broad St
25115,2024002100,2024-12-09,2024.0,412.0,Gas leak (natural gas or LPG),2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7765 MORSE Road,New Albany,OH,43054,2024002100,2024,2024002100,7765 Morse Rd
25115,2024002099,2024-12-09,2024.0,444.0,Power line down,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and N REYNOLDSBURG NEW ALBANY,Jefferson Twp,OH,43004,2024002099,2024,2024002099,North Reynoldsburg New Albany Rd
25115,2024002098,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6222 BROOKSONG Way,Blacklick,OH,43004,2024002098,2024,2024002098,6222 Brooksong Way
25115,2024002097,2024-12-09,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004,2024002097,2024,2024002097,6767 Havens Corners Rd
25115,2024002096,2024-12-08,2024.0,731.0,Sprinkler activation due to malfunction,2.0,Automatic aid received,"5 - Mercantile, Business",581,Department or discount store,8231 East BROAD Street,Reynoldsburg,OH,43068,2024002096,2024,2024002096,8231 East Broad St
25115,2024002095,2024-12-08,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,8339 FAIR OAK Drive,Blacklick,OH,43004,2024002095,2024,2024002095,8339 Fair Oak Dr
25115,2024002094,2024-12-08,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,349 SADDLE PATH Lane,Pataskala,OH,43062,2024002094,2024,2024002094,349 Saddle Path Ln
25115,2024002093,2024-12-08,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,7740 JEFFERSON Run,Blacklick,OH,43004,2024002093,2024,2024002093,7740 Jefferson Run
25115,2024002092,2024-12-08,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,888 POPPY HILLS Drive,Blacklick,OH,43004,2024002092,2024,2024002092,888 Poppy Hills Dr
25115,2024002091,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,,,,,,700 HAWKS CREST Lane,Blacklick,OH,43004,2024002091,2024,2024002091,700 Hawks Crest Ln
25115,2024002090,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,8154 CLOUSE Road,New Albany,OH,43054,2024002090,2024,2024002090,8154 Clouse Rd
25115,2024002089,2024-12-07,2024.0,520.0,"Water problem, other",,,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CROSSING Court,Blacklick,OH,43004,2024002089,2024,2024002089,1121 Willow Brook Crossing Ct
25115,2024002088,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,2024002088,2024,2024002088,7754 Astra Circle
25115,2024002087,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8686 BRENSTUHL PARK Drive,Blacklick,OH,43004,2024002087,2024,2024002087,8686 Brenstuhl Park Dr
25115,2024002086,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,7894 GRANDLIN PARK Court,Blacklick,OH,43004,2024002086,2024,2024002086,7894 Grandlin Park Ct
25115,2024002085,2024-12-07,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004,2024002085,2024,2024002085,8403 Almond Park Dr
25115,2024002084,2024-12-07,2024.0,611.0,Dispatched and cancelled en route,,,,,,6772 KILOWATT Circle,Blacklick,OH,43004,2024002084,2024,2024002084,6772 Kilowatt Circle
25115,2024002083,2024-12-07,2024.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,6958 AIKEN Place,Blacklick,OH,43004,2024002083,2024,2024002083,6958 Aiken Pl
25115,2024002082,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,775 HAWKS CREST Lane,Blacklick,OH,43004,2024002082,2024,2024002082,775 Hawks Crest Ln
25115,2024002081,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1218 CICADA Street,Blacklick,OH,43004,2024002081,2024,2024002081,1218 Cicada St
25115,2024002080,2024-12-06,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,559 HAVERSHAM Drive,Gahanna,OH,43230,2024002080,2024,2024002080,559 Haversham Dr
25115,2024002079,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",1214 SNIPE VIEW Loop East,Blacklick,OH,43004,2024002079,2024,2024002079,1214 Snipe View Loop East
25115,2024002078,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",748 TAYLOR Road,Gahanna,OH,43230,2024002078,2024,2024002078,748 Taylor Rd
25115,2024002077,2024-12-06,2024.0,111.0,Building fire,4.0,Automatic aid given,,,,359 TOWNE Court East,Gahanna,OH,43230,2024002077,2024,2024002077,359 Towne Court East
25115,2024002076,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1201 RIVA RIDGE Court,Gahanna,OH,43230,2024002076,2024,2024002076,1201 Riva Ridge Ct
25115,2024002075,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,"TECH CENTER Drive and TECH CENTER DR, GAHANNA",Gahanna,OH,43230,2024002075,2024,2024002075,Tech Center Dr
25115,2024002074,2024-12-06,2024.0,744.0,"Detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7421 East BROAD Street,Blacklick,OH,43004,2024002074,2024,2024002074,7421 East Broad St
25115,2024002073,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8163 GRANT PARK Avenue,Blacklick,OH,43004,2024002073,2024,2024002073,8163 Grant Park Ave
25115,2024002072,2024-12-06,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7490 BUNKER RIDGE Court,Blacklick,OH,43004,2024002072,2024,2024002072,7490 Bunker Ridge Ct
25115,2024002071,2024-12-06,2024.0,7351.0,"Fire alarm activation, unknown cause (for mutual aid runs)",4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002071,2024,2024002071,1195 Technology Dr
25115,2024002070,2024-12-05,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,6505 MALONE Drive,Reynoldsburg,OH,43068,2024002070,2024,2024002070,6505 Malone Dr
25115,2024002069,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8013 HEADWATER Drive,Blacklick,OH,43004,2024002069,2024,2024002069,8013 Headwater Dr
25115,2024002068,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1719 FOXHALL Road,Blacklick,OH,43004,2024002068,2024,2024002068,1719 Foxhall Rd
25115,2024002067,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,351 COLDWELL Court,Gahanna,OH,43230,2024002067,2024,2024002067,351 Coldwell Ct
25115,2024002066,2024-12-05,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 East BROAD Street,Reynoldsburg,OH,43068,2024002066,2024,2024002066,8400 East Broad St
25115,2024002065,2024-12-05,2024.0,6711.0,Odor of gas - nothing found,4.0,Automatic aid given,,,,7675 ROXTON Court,New Albany,OH,43054,2024002065,2024,2024002065,7675 Roxton Ct
25115,2024002064,2024-12-05,2024.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,2541 TABERVILLE Drive,Blacklick,OH,43004,2024002064,2024,2024002064,2541 Taberville Dr
25115,2024002063,2024-12-05,2024.0,553.0,Public service,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",5800 HAVENS Road,Gahanna,OH,43230,2024002063,2024,2024002063,5800 Havens Rd
25115,2024002062,2024-12-05,2024.0,444.0,Power line down,,,4 - Residential,419,1 or 2 family dwelling,3075 MANN Road,Gahanna,OH,43230,2024002062,2024,2024002062,3075 Mann Rd
25115,2024002061,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8239 WOODLAND CREEK Court,Blacklick,OH,43004,2024002061,2024,2024002061,8239 Woodland Creek Ct
25115,2024002060,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1167 WILLOW OAK Drive,Blacklick,OH,43004,2024002060,2024,2024002060,1167 Willow Oak Dr
25115,2024002059,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3021 SOUDER Drive,Gahanna,OH,43230,2024002059,2024,2024002059,3021 Souder Dr
25115,2024002058,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8189 CREEK HOLLOW Road,Blacklick,OH,43004,2024002058,2024,2024002058,8189 Creek Hollow Rd
25115,2024002057,2024-12-04,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,2 - Educational,215,High school/junior high school/middle school,360 South WAGGONER Road,Reynoldsburg,OH,43068,2024002057,2024,2024002057,360 South Waggoner Rd
25115,2024002056,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1145 POPPY HILLS Drive,Blacklick,OH,43004,2024002056,2024,2024002056,1145 Poppy Hills Dr
25115,2024002055,2024-12-03,2024.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",6175 HAVENS CORNERS Road,Blacklick,OH,43004,2024002055,2024,2024002055,6175 Havens Corners Rd
25115,2024002054,2024-12-03,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,893 CAROWAY Boulevard,Gahanna,OH,43230,2024002054,2024,2024002054,893 Caroway Blvd
25115,2024002053,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8020 BEARDSLEY Avenue,Blacklick,OH,43004,2024002053,2024,2024002053,8020 Beardsley Ave
25115,2024002052,2024-12-03,2024.0,522.0,Water or steam leak,4.0,Automatic aid given,,,,1195 TECHNOLOGY Drive,Gahanna,OH,43230,2024002052,2024,2024002052,1195 Technology Dr
25115,2024002051,2024-12-03,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8080 WILLOW BROOK CROSSING Drive,Blacklick,OH,43004,2024002051,2024,2024002051,8080 Willow Brook Crossing Dr
25115,2024002050,2024-12-02,2024.0,553.0,Public service,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",North REYNOLDSBURG NEW ALBANY Road and RNA / Havens Rd,Blacklick,OH,43004,2024002050,2024,2024002050,North Reynoldsburg New Albany Rd
25115,2024002049,2024-12-02,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,210 CEDAR Street,Pataskala,OH,43062,2024002049,2024,2024002049,210 Cedar St
25115,2024002048,2024-12-02,2024.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,8329 FAIR OAK Drive,Blacklick,OH,43004,2024002048,2024,2024002048,8329 Fair Oak Dr
25115,2024002047,2024-12-02,2024.0,6711.0,Odor of gas - nothing found,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6990 PRINCEVILLE Court,Blacklick,OH,43004,2024002047,2024,2024002047,6990 Princeville Ct
25115,2024002046,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1239 TARA PIPER Lane,Blacklick,OH,43004,2024002046,2024,2024002046,1239 Tara Piper Ln
25115,2024002045,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7751 LANTANA Avenue,Blacklick,OH,43004,2024002045,2024,2024002045,7751 Lantana Ave
25115,2024002044,2024-12-02,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,4585 JOHNSTOWN Road,Gahanna,OH,43230,2024002044,2024,2024002044,4585 Johnstown Rd
25115,2024002043,2024-12-02,2024.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,2898 BRADEN Way,Blacklick,OH,43004,2024002043,2024,2024002043,2898 Braden Way
25115,2024002042,2024-12-02,2024.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,1554 CLIMBING FIG Drive,Blacklick,OH,43004,2024002042,2024,2024002042,1554 Climbing Fig Dr
25115,2024002041,2024-12-01,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068,2024002041,2024,2024002041,7995 East Broad St
25115,2024002040,2024-12-01,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1596 FOX CHASE Drive,Blacklick,OH,43004,2024002040,2024,2024002040,1596 Fox Chase Dr
25115,2024002039,2024-12-01,2024.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7740 JEFFERSON Run,Blacklick,OH,43004,2024002039,2024,2024002039,7740 Jefferson Run
25115,2024002038,2024-11-30,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7754 ASTRA Circle,Reynoldsburg,OH,43068,2024002038,2024,2024002038,7754 Astra Circle
25115,2024002037,2024-11-30,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230,2024002037,2024,2024002037,748 Taylor Rd
25115,2024002036,2024-11-30,2024.0,554.0,Assist invalid,4.0,Automatic aid given,,,,564 RIVER PEBBLE Drive,Blacklick,OH,43004,2024002036,2024,2024002036,564 River Pebble Dr
25115,2024002035,2024-11-30,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6609 KARSTEN Place,Blacklick,OH,43004,2024002035,2024,2024002035,6609 Karsten Pl
25115,2024002034,2024-11-30,2024.0,611.0,Dispatched and cancelled en route,,,,,,8231 East BROAD Street,Reynoldsburg,OH,43068,2024002034,2024,2024002034,8231 East Broad St
25115,2024002032,2024-11-29,2024.0,741.0,"Sprinkler activation, no fire - unintentional",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 East BROAD Street,Reynoldsburg,OH,43068,2024002032,2024,2024002032,8231 East Broad St
25115,2024002031,2024-11-29,2024.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,,,,3693 SUMMIT Road Southwest,Pataskala,OH,43062,2024002031,2024,2024002031,3693 Summit Road Southwest
25115,2024002030,2024-11-29,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7855 ASHENDEN Drive,Blacklick,OH,43004,2024002030,2024,2024002030,7855 Ashenden Dr
25115,2024002029,2024-11-29,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7705 POWERS RIDGE Drive,Blacklick,OH,43004,2024002029,2024,2024002029,7705 Powers Ridge Dr
25115,2024002028,2024-11-28,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,429,Multifamily dwelling,957 TAYLOR STATION Road,Gahanna,OH,43230,2024002028,2024,2024002028,957 Taylor Station Rd
25115,2024002027,2024-11-28,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,180 ROYAL FARM East,Blacklick,OH,43004,2024002027,2024,2024002027,180 Royal Farm East
25115,2024002026,2024-11-28,2024.0,6711.0,Odor of gas - nothing found,4.0,Automatic aid given,,,,3742 PRESTWOULD CLOSE,New Albany,OH,43054,2024002026,2024,2024002026,3742 Prestwould Close
25115,2024002025,2024-11-28,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,833 POPPY HILLS Drive,Blacklick,OH,43004,2024002025,2024,2024002025,833 Poppy Hills Dr
25115,2024002024,2024-11-28,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,9 - Outside or Special Property,965,Vehicle parking area,8455 East BROAD Street,Reynoldsburg,OH,43068,2024002024,2024,2024002024,8455 East Broad St
25115,2024002023,2024-11-28,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,275 BERTRAM Place,Gahanna,OH,43230,2024002023,2024,2024002023,275 Bertram Pl
25115,2024002022,2024-11-27,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7751 LANTANA Avenue,Blacklick,OH,43004,2024002022,2024,2024002022,7751 Lantana Ave
25115,2024002021,2024-11-27,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2863 CREEKWOOD ESTATES Drive,Blacklick,OH,43004,2024002021,2024,2024002021,2863 Creekwood Estates Dr
25115,2024002020,2024-11-27,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,702 North REYNOLDSBURG NEW ALBANY Road,Blacklick,OH,43004,2024002020,2024,2024002020,702 North Reynoldsburg New Albany Rd
25115,2024002019,2024-11-27,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,701 TECH CENTER Drive,Gahanna,OH,43230,2024002019,2024,2024002019,701 Tech Center Dr
25115,2024002018,2024-11-27,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,5693 HAVENS CORNERS Road,Gahanna,OH,43230,2024002018,2024,2024002018,5693 Havens Corners Rd
25115,2024002017,2024-11-27,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,636 ROSE Way,Gahanna,OH,43230,2024002017,2024,2024002017,636 Rose Way
25115,2024002016,2024-11-26,2024.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,352 WINDSOME Drive,Blacklick,OH,43004,2024002016,2024,2024002016,352 Windsome Dr
25115,2024002015,2024-11-26,2024.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,7751 LANTANA Avenue,Blacklick,OH,43004,2024002015,2024,2024002015,7751 Lantana Ave
25115,2024002014,2024-11-26,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230,2024002014,2024,2024002014,5201 Morse Rd
25115,2024002013,2024-11-26,2024.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,7171 MORSE Road,New Albany,OH,43054,2024002013,2024,2024002013,7171 Morse Rd
25115,2024002012,2024-11-26,2024.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7913 BLACKLICK VIEW Drive,Blacklick,OH,43004,2024002012,2024,2024002012,7913 Blacklick View Dr
25115,2024002011,2024-11-26,2024.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",571,"Service station, gas station",8271 East BROAD Street,Reynoldsburg,OH,43068,2024002011,2024,2024002011,8271 East Broad St
25115,2024002010,2024-11-26,2024.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,37 MM I 270 SB - 37.8,Gahanna,OH,43230,2024002010,2024,2024002010,37 Mm I 270 Sb   378
