incident_id,date,year,month,day,inc_type_code,inc_type_cat,inc_type_desc,prop_use_code,prop_use_cat,prop_use_desc,aid_code,aid_desc,address,agency_name,addr_norm,parcel_id
2024000452,2024-03-15 07:05:26,2024,3.0,15.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8204 BILTMORE Drive 43004,Jefferson Township Fire Department,8204 BILTMORE DRIVE,171-001554
2024000451,2024-03-14 20:26:23,2024,3.0,14.0,743,7 - False Alarm & False Call,"Smoke detector activation, no fire - unintentional",419,4 - Residential,1 or 2 family dwelling,,,3110 GREY FOX Drive 43230,Jefferson Township Fire Department,3110 GREY FOX DRIVE,170-001325
2024000450,2024-03-14 18:20:37,2024,3.0,14.0,746,7 - False Alarm & False Call,"Carbon monoxide detector activation, no CO",419,4 - Residential,1 or 2 family dwelling,,,1121 WILLOW BROOK CROSSING Court 43004,Jefferson Township Fire Department,1121 WILLOW BROOK CROSSING COURT,
2024000449,2024-03-14 11:26:22,2024,3.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,8455 East BROAD Street 43068,Jefferson Township Fire Department,8455 BROAD STREET,
2024000448,2024-03-14 08:53:56,2024,3.0,14.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,6555 ROSEMEADOWS Drive 43068,Jefferson Township Fire Department,6555 ROSEMEADOWS DRIVE,
2024000447,2024-03-13 20:46:29,2024,3.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,8490 THEODORE Drive 43004,Jefferson Township Fire Department,8490 THEODORE DRIVE,
2024000446,2024-03-13 18:35:04,2024,3.0,13.0,510,5 - Service Call,"Person in distress, other",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,2786 CORDELLA Street 43004,Jefferson Township Fire Department,2786 CORDELLA STREET,170-003617
2024000445,2024-03-13 18:25:10,2024,3.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,445 ROCKY FORK Boulevard 43230,Jefferson Township Fire Department,445 ROCKY FORK BOULEVARD,
2024000444,2024-03-13 17:29:48,2024,3.0,13.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,147 ROYAL FARM 43004,Jefferson Township Fire Department,147 ROYAL FARM,068-000189
2024000443,2024-03-13 14:43:40,2024,3.0,13.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7835 CHICROY Street 43004,Jefferson Township Fire Department,7835 CHICROY STREET,171-001682
2024000442,2024-03-13 14:24:17,2024,3.0,13.0,3211,3 - Rescue & Emergency Medical Service Incident,Medical Alarm - Accidental False,419,4 - Residential,1 or 2 family dwelling,,,2046 HAVENSWOOD Place 43004,Jefferson Township Fire Department,2046 HAVENSWOOD PLACE,
2024000441,2024-03-13 13:48:01,2024,3.0,13.0,611,6 - Good Intent Call,Dispatched and cancelled en route,899,8 - Storage,Residential or self-storage units,,,841 TAYLOR STATION Road 43230,Jefferson Township Fire Department,841 TAYLOR STATION ROAD,
2024000440,2024-03-12 22:37:40,2024,3.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",962,9 - Outside or Special Property,"Residential street, road or residential driveway",,,KENNEDY Road 43004,Jefferson Township Fire Department,KENNEDY ROAD,171-000004
2024000439,2024-03-12 15:14:48,2024,3.0,12.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,2,2 - Automatic aid received,9045 FARLINGTON Drive 43004,Jefferson Township Fire Department,9045 FARLINGTON DRIVE,170-004500
2024000438,2024-03-12 14:47:03,2024,3.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",311,"3 - Health Care, Detention & Correction","24-hour care Nursing homes, 4 or more persons",2,2 - Automatic aid received,5201 MORSE Road 43230,Jefferson Township Fire Department,5201 MORSE ROAD,027-000100
2024000437,2024-03-12 14:33:26,2024,3.0,12.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,963,9 - Outside or Special Property,Street or road in commercial area,2,2 - Automatic aid received,7905 East BROAD Street 43004,Jefferson Township Fire Department,7905 BROAD STREET,067-000009
2024000436,2024-03-12 11:09:48,2024,3.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8216 KENNEDY Road 43004,Jefferson Township Fire Department,8216 KENNEDY ROAD,171-000122
2024000435,2024-03-12 10:36:48,2024,3.0,12.0,743,7 - False Alarm & False Call,"Smoke detector activation, no fire - unintentional",419,4 - Residential,1 or 2 family dwelling,,,8754 GREYLAG Loop 43004,Jefferson Township Fire Department,8754 GREYLAG LOOP,
2024000434,2024-03-12 09:10:30,2024,3.0,12.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,1176 TANNIC Street 43004,Jefferson Township Fire Department,1176 TANNIC STREET,
2024000433,2024-03-11 21:09:21,2024,3.0,11.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",429,4 - Residential,Multifamily dwelling,,,874 TAYLOR STATION Road 43230,Jefferson Township Fire Department,874 TAYLOR STATION ROAD,170-004325
2024000431,2024-03-11 18:10:06,2024,3.0,11.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",215,2 - Educational,High school/junior high school/middle school,2,2 - Automatic aid received,360 South WAGGONER Road 43068,Jefferson Township Fire Department,360 WAGGONER ROAD,
2024000432,2024-03-11 18:07:00,2024,3.0,11.0,6711,6 - Good Intent Call,Odor of gas - nothing found,419,4 - Residential,1 or 2 family dwelling,,,6300 FOX TAIL Drive 43230,Jefferson Township Fire Department,6300 FOX TAIL DRIVE,170-000070
2024000430,2024-03-11 12:42:21,2024,3.0,11.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,396 ROCKY SPRINGS Drive 43004,Jefferson Township Fire Department,396 ROCKY SPRINGS DRIVE,170-003341
2024000429,2024-03-11 11:40:32,2024,3.0,11.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8052 RAMEYS CROSSING Drive 43004,Jefferson Township Fire Department,8052 RAMEYS CROSSING DRIVE,171-000749
2024000428,2024-03-11 09:59:03,2024,3.0,11.0,7351,7 - False Alarm & False Call,"Fire alarm activation, unknown cause (for mutual aid runs)",,,,4,4 - Automatic aid given,4522 KITZMILLER Road 43054,Jefferson Township Fire Department,4522 KITZMILLER ROAD,
2024000427,2024-03-11 09:06:29,2024,3.0,11.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,130 North HAMILTON Road 43230,Jefferson Township Fire Department,130 HAMILTON ROAD,
2024000426,2024-03-10 22:57:59,2024,3.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,3310 STRICKLAND Drive 43054,Jefferson Township Fire Department,3310 STRICKLAND DRIVE,170-004872
2024000425,2024-03-10 18:04:24,2024,3.0,10.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,147 ROYAL FARM 43004,Jefferson Township Fire Department,147 ROYAL FARM,068-000189
2024000424,2024-03-10 12:57:49,2024,3.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1987 North REYNOLDSBURG-NEW ALBANY Road 43004,Jefferson Township Fire Department,1987 REYNOLDSBURG-NEW ALBANY ROAD,
2024000423,2024-03-10 10:37:01,2024,3.0,10.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,North WAGGONER Road 43004,Jefferson Township Fire Department,WAGGONER ROAD,170-000658
2024000422,2024-03-10 10:24:42,2024,3.0,10.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",311,"3 - Health Care, Detention & Correction","24-hour care Nursing homes, 4 or more persons",2,2 - Automatic aid received,5201 MORSE Road 43230,Jefferson Township Fire Department,5201 MORSE ROAD,027-000100
2024000421,2024-03-10 10:07:39,2024,3.0,10.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,962,9 - Outside or Special Property,"Residential street, road or residential driveway",,,SHULL Road 43004,Jefferson Township Fire Department,SHULL ROAD,170-000877
2024000420,2024-03-10 09:00:17,2024,3.0,10.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,South HAMILTON Road 43230,Jefferson Township Fire Department,HAMILTON ROAD,027-000140
2024000419,2024-03-09 18:10:16,2024,3.0,9.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,ASH GROVE Drive 43004,Jefferson Township Fire Department,ASH GROVE DRIVE,170-004867
2024000418,2024-03-09 15:25:52,2024,3.0,9.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,8203 ROYAL ELM Drive 43004,Jefferson Township Fire Department,8203 ROYAL ELM DRIVE,171-001307
2024000417,2024-03-09 15:23:20,2024,3.0,9.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,6845 TAYLOR Road 43004,Jefferson Township Fire Department,6845 TAYLOR ROAD,170-000515
2024000416,2024-03-09 10:41:58,2024,3.0,9.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8203 ROYAL ELM Drive 43004,Jefferson Township Fire Department,8203 ROYAL ELM DRIVE,171-001307
2024000415,2024-03-08 15:25:29,2024,3.0,8.0,744,7 - False Alarm & False Call,"Detector activation, no fire - unintentional",419,4 - Residential,1 or 2 family dwelling,,,3090 MANN Road 43004,Jefferson Township Fire Department,3090 MANN ROAD,
2024000414,2024-03-08 13:00:00,2024,3.0,8.0,550,5 - Service Call,"Public service assistance, other",419,4 - Residential,1 or 2 family dwelling,,,7430 Trevenia Street 43004,Jefferson Township Fire Department,7430 TREVENIA STREET,
2024000413,2024-03-08 10:46:51,2024,3.0,8.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,445 HOWLAND Drive 43230,Jefferson Township Fire Department,445 HOWLAND DRIVE,
2024000412,2024-03-08 08:00:29,2024,3.0,8.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",888,8 - Storage,Fire station,,,6767 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6767 HAVENS CORNERS ROAD,170-002576
2024000411,2024-03-07 21:30:07,2024,3.0,7.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,977 TAYLOR STATION Road 43230,Jefferson Township Fire Department,977 TAYLOR STATION ROAD,170-005084
2024000410,2024-03-07 20:29:24,2024,3.0,7.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1167 WILLOW OAK Drive 43004,Jefferson Township Fire Department,1167 WILLOW OAK DRIVE,171-000907
2024000409,2024-03-07 15:54:05,2024,3.0,7.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,620 MORRISON Road 43230,Jefferson Township Fire Department,620 MORRISON ROAD,
2024000408,2024-03-07 14:57:08,2024,3.0,7.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6975 AIKEN Place 43004,Jefferson Township Fire Department,6975 AIKEN PLACE,
2024000407,2024-03-07 14:22:00,2024,3.0,7.0,6711,6 - Good Intent Call,Odor of gas - nothing found,419,4 - Residential,1 or 2 family dwelling,,,7731 Cogwheel Drive 43054,Jefferson Township Fire Department,7731 COGWHEEL DRIVE,170-004919
2024000406,2024-03-07 06:50:45,2024,3.0,7.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1118 OAK HILL Road 43004,Jefferson Township Fire Department,1118 OAK HILL ROAD,170-000897
2024000405,2024-03-07 00:05:34,2024,3.0,7.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6952 WYNFIELD Drive 43004,Jefferson Township Fire Department,6952 WYNFIELD DRIVE,170-002376
2024000404,2024-03-06 12:00:00,2024,3.0,6.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7476 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,7476 HAVENS CORNERS ROAD,170-001480
2024000403,2024-03-06 10:20:41,2024,3.0,6.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,6079 TAYLOR Road 43230,Jefferson Township Fire Department,6079 TAYLOR ROAD,
2024000402,2024-03-06 04:29:12,2024,3.0,6.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,2667 CLEMTON Park 43004,Jefferson Township Fire Department,2667 CLEMTON PARK,170-004254
2024000401,2024-03-05 19:45:58,2024,3.0,5.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8203 ROYAL ELM Drive 43004,Jefferson Township Fire Department,8203 ROYAL ELM DRIVE,171-001307
2024000400,2024-03-05 17:13:04,2024,3.0,5.0,554,5 - Service Call,Assist invalid,400,4 - Residential,"Residential, other",,,8431 MORRISON FARMS Court 43004,Jefferson Township Fire Department,8431 MORRISON FARMS COURT,171-001203
2024000399,2024-03-05 17:04:45,2024,3.0,5.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,6870 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6870 HAVENS CORNERS ROAD,170-001001
2024000398,2024-03-05 15:43:42,2024,3.0,5.0,500,5 - Service Call,"Service call, other",400,4 - Residential,"Residential, other",,,1559 BENT MAPLE Drive 43004,Jefferson Township Fire Department,1559 BENT MAPLE DRIVE,171-000614
2024000397,2024-03-05 14:44:52,2024,3.0,5.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",500,"5 - Mercantile, Business","Mercantile, business, other",2,2 - Automatic aid received,8035 East BROAD Street 43068,Jefferson Township Fire Department,8035 BROAD STREET,
2024000396,2024-03-04 20:57:31,2024,3.0,4.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7758 JEFFERSON Run 43004,Jefferson Township Fire Department,7758 JEFFERSON RUN,171-001120
2024000395,2024-03-04 16:52:22,2024,3.0,4.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,238 SHALLOTTE Drive 43068,Jefferson Township Fire Department,238 SHALLOTTE DRIVE,
2024000394,2024-03-04 11:59:49,2024,3.0,4.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,5858 SOUTH Alley 43213,Jefferson Township Fire Department,5858 ALLEY,
2024000393,2024-03-03 17:02:09,2024,3.0,3.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,8289 OLYMPUS Lane 43004,Jefferson Township Fire Department,8289 OLYMPUS LANE,
2024000392,2024-03-03 16:15:44,2024,3.0,3.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",581,"5 - Mercantile, Business",Department or discount store,2,2 - Automatic aid received,8067 East BROAD Street 43068,Jefferson Township Fire Department,8067 BROAD STREET,
2024000391,2024-03-03 12:39:21,2024,3.0,3.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,748 TAYLOR Road 43230,Jefferson Township Fire Department,748 TAYLOR ROAD,
2024000390,2024-03-03 09:40:22,2024,3.0,3.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,933 SCHILLINGWOOD Drive 43230,Jefferson Township Fire Department,933 SCHILLINGWOOD DRIVE,
2024000389,2024-03-02 23:37:54,2024,3.0,2.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,500 STREAMWATER Drive 43004,Jefferson Township Fire Department,500 STREAMWATER DRIVE,
2024000388,2024-03-02 21:20:34,2024,3.0,2.0,111,1 - Fire,Building fire,419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,7120 CLARK STATE Road 43004,Jefferson Township Fire Department,7120 CLARK STATE ROAD,170-000139
2024000387,2024-03-02 19:41:11,2024,3.0,2.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,977 PREBLE Drive 43004,Jefferson Township Fire Department,977 PREBLE DRIVE,171-001149
2024000386,2024-03-02 18:13:19,2024,3.0,2.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,4677 JOHNSTOWN Road 43230,Jefferson Township Fire Department,4677 JOHNSTOWN ROAD,170-000133
2024000385,2024-03-02 14:35:27,2024,3.0,2.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,8020 BEARDSLEY Avenue 43004,Jefferson Township Fire Department,8020 BEARDSLEY AVENUE,
2024000384,2024-03-02 09:43:12,2024,3.0,2.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1987 North REYNOLDSBURG-NEW ALBANY Road 43004,Jefferson Township Fire Department,1987 REYNOLDSBURG-NEW ALBANY ROAD,
2024000383,2024-03-01 22:15:45,2024,3.0,1.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,7840 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,7840 HAVENS CORNERS ROAD,170-000832
2024000382,2024-03-01 20:08:22,2024,3.0,1.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,325 DEER TRAIL Road 43068,Jefferson Township Fire Department,325 DEER TRAIL ROAD,067-000060
2024000381,2024-03-01 15:05:43,2024,3.0,1.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,110 SCENIC Road 43004,Jefferson Township Fire Department,110 SCENIC ROAD,068-000049
2024000380,2024-03-01 12:37:27,2024,3.0,1.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",429,4 - Residential,Multifamily dwelling,,,6609 KARSTEN Place 43004,Jefferson Township Fire Department,6609 KARSTEN PLACE,
2024000379,2024-03-01 10:05:37,2024,3.0,1.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,7765 MORSE Road 43054,Jefferson Township Fire Department,7765 MORSE ROAD,170-003839
2024000378,2024-03-01 09:06:23,2024,3.0,1.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,6565 SUMMIT Road 43062,Jefferson Township Fire Department,6565 SUMMIT ROAD,
2024000377,2024-02-29 20:11:09,2024,2.0,29.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,3326 STRICKLAND Drive 43054,Jefferson Township Fire Department,3326 STRICKLAND DRIVE,170-004885
2024000376,2024-02-29 19:25:02,2024,2.0,29.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,,,1955 HAVENSWOOD Place 43004,Jefferson Township Fire Department,1955 HAVENSWOOD PLACE,
2024000375,2024-02-29 17:41:38,2024,2.0,29.0,743,7 - False Alarm & False Call,"Smoke detector activation, no fire - unintentional",449,4 - Residential,"Hotel/motel, commercial",4,4 - Automatic aid given,5220 FOREST Drive 43054,Jefferson Township Fire Department,5220 FOREST DRIVE,
2024000374,2024-02-29 17:36:00,2024,2.0,29.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1460 MORRISON FARMS EAST Drive 43004,Jefferson Township Fire Department,1460 MORRISON FARMS DRIVE,170-004093
2024000373,2024-02-29 16:38:45,2024,2.0,29.0,511,5 - Service Call,Lock-out,419,4 - Residential,1 or 2 family dwelling,,,7490 BUNKER RIDGE Court 43004,Jefferson Township Fire Department,7490 BUNKER RIDGE COURT,170-003082
2024000372,2024-02-29 14:28:55,2024,2.0,29.0,324,3 - Rescue & Emergency Medical Service Incident,Motor vehicle accident with no injuries.,963,9 - Outside or Special Property,Street or road in commercial area,2,2 - Automatic aid received,6767 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6767 HAVENS CORNERS ROAD,170-002576
2024000371,2024-02-29 13:45:22,2024,2.0,29.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",,,,4,4 - Automatic aid given,517 WHITLEY Drive 43230,Jefferson Township Fire Department,517 WHITLEY DRIVE,
2024000370,2024-02-29 10:19:48,2024,2.0,29.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,1162 BELHAVEN Drive 43004,Jefferson Township Fire Department,1162 BELHAVEN DRIVE,171-002189
2024000369,2024-02-29 04:06:21,2024,2.0,29.0,554,5 - Service Call,Assist invalid,419,4 - Residential,1 or 2 family dwelling,,,7575 DEER PARK Way 43068,Jefferson Township Fire Department,7575 DEER PARK WAY,
2024000368,2024-02-28 21:06:48,2024,2.0,28.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,4096 JOHNSTOWN Road 43230,Jefferson Township Fire Department,4096 JOHNSTOWN ROAD,170-000467
2024000367,2024-02-28 21:00:58,2024,2.0,28.0,611,6 - Good Intent Call,Dispatched and cancelled en route,,,,4,4 - Automatic aid given,555 YMCA Place 43230,Jefferson Township Fire Department,555 YMCA PLACE,
2024000366,2024-02-28 17:59:00,2024,2.0,28.0,321,3 - Rescue & Emergency Medical Service Incident,"EMS call, excluding vehicle accident with injury",419,4 - Residential,1 or 2 family dwelling,,,3244 North WAGGONER Road 43004,Jefferson Township Fire Department,3244 WAGGONER ROAD,170-001278
2024000365,2024-02-28 15:25:42,2024,2.0,28.0,111,1 - Fire,Building fire,,,,4,4 - Automatic aid given,7346 TEESDALE Drive 43068,Jefferson Township Fire Department,7346 TEESDALE DRIVE,
2024000364,2024-02-28 13:17:04,2024,2.0,28.0,412,4 - Hazardous Condition (No Fire),Gas leak (natural gas or LPG),983,9 - Outside or Special Property,"Pipeline, power line or other utility right-of-way",2,2 - Automatic aid received,1874 North REYNOLDSBURG-NEW ALBANY Road 43004,Jefferson Township Fire Department,1874 REYNOLDSBURG-NEW ALBANY ROAD,
2024000363,2024-02-28 10:11:17,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",419,4 - Residential,1 or 2 family dwelling,,,BEN HALE Court 43230,Jefferson Township Fire Department,BEN HALE COURT,
2024000362,2024-02-28 10:11:03,2024,2.0,28.0,111,1 - Fire,Building fire,419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,1888 SURREY Road 43004,Jefferson Township Fire Department,1888 SURREY ROAD,170-001591
2024000361,2024-02-28 09:57:43,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",419,4 - Residential,1 or 2 family dwelling,,,8199 MCOWEN Road 43004,Jefferson Township Fire Department,8199 MCOWEN ROAD,170-000562
2024000360,2024-02-28 09:21:05,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",419,4 - Residential,1 or 2 family dwelling,,,7443 HAVENS Road 43004,Jefferson Township Fire Department,7443 HAVENS ROAD,170-001794
2024000359,2024-02-28 08:29:00,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",931,9 - Outside or Special Property,Open land or field,,,6767 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,6767 HAVENS CORNERS ROAD,170-002576
2024000358,2024-02-28 07:19:01,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",931,9 - Outside or Special Property,Open land or field,,,8500 MCOWEN Road 43004,Jefferson Township Fire Department,8500 MCOWEN ROAD,170-000271
2024000356,2024-02-28 06:36:18,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",962,9 - Outside or Special Property,"Residential street, road or residential driveway",,,3842 DIXON Road 43004,Jefferson Township Fire Department,3842 DIXON ROAD,170-000755
2024000353,2024-02-28 06:32:43,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",962,9 - Outside or Special Property,"Residential street, road or residential driveway",,,7073 HAVENS CORNERS Road 43004,Jefferson Township Fire Department,7073 HAVENS CORNERS ROAD,
2024000354,2024-02-28 06:31:33,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,1296 OAK HILL Road 43004,Jefferson Township Fire Department,1296 OAK HILL ROAD,170-000917
2024000355,2024-02-28 06:31:12,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",419,4 - Residential,1 or 2 family dwelling,2,2 - Automatic aid received,1276 OAK HILL Road 43004,Jefferson Township Fire Department,1276 OAK HILL ROAD,170-000913
2024000357,2024-02-28 06:30:56,2024,2.0,28.0,813,8 - Severe Weather & Natural Disaster,"Wind storm, tornado/hurricane assessment",962,9 - Outside or Special Property,"Residential street, road or residential driveway",,,7515 HAVENS Road 43004,Jefferson Township Fire Department,7515 HAVENS ROAD,170-000464
2024000352,2024-02-28 06:09:30,2024,2.0,28.0,444,4 - Hazardous Condition (No Fire),Power line down,962,9 - Outside or Special Property,"Residential street, road or residential driveway",2,2 - Automatic aid received,1310 TAYLOR STATION Road 43004,Jefferson Township Fire Department,1310 TAYLOR STATION ROAD,170-001640
