agency_fdid,basic_incident_number_(fd1),basic_incident_date_original_(fd1.3),basic_incident_year_(fd1.3),basic_incident_type_code_(fd1.21),basic_incident_type_(fd1.21),basic_aid_given_or_received_code_(fd1.22),basic_aid_given_or_received_(fd1.22),basic_property_use_category_(fd1.46),basic_property_use_code_(fd1.46),basic_property_use_(fd1.46),basic_incident_city_name_(fd1.16),basic_incident_state_(fd1.18),basic_incident_postal_code_(fd1.19)
25115,2025000312,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000311,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000310,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000309,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,2 - Educational,213,"Elementary school, including kindergarten",Blacklick,OH,43004
25115,2025000308,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000307,02/13/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000306,02/12/2025,2025.0,6711.0,Odor of gas - nothing found,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000305,02/12/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000304,02/12/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,Reynoldsburg,OH,43068
25115,2025000303,02/12/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000302,02/11/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000301,02/11/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000300,02/11/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000299,02/11/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000298,02/11/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000297,02/11/2025,2025.0,324.0,Motor vehicle accident with no injuries.,4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000296,02/11/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000295,02/11/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,NEW ALBANY,OH,43054
25115,2025000294,02/11/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000293,02/11/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000292,02/10/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000291,02/10/2025,2025.0,111.0,Building fire,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000290,02/10/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000289,02/10/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000288,02/09/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000287,02/09/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000286,02/09/2025,2025.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000285,02/09/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000284,02/09/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000283,02/09/2025,2025.0,554.0,Assist invalid,,,4 - Residential,429,Multifamily dwelling,Blacklick,OH,43004
25115,2025000282,02/08/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000281,02/08/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000280,02/08/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000279,02/07/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000278,02/07/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000277,02/07/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000276,02/07/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,2025000275,02/07/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,Reynoldsburg,OH,43068
25115,2025000274,02/06/2025,2025.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,,,,Reynoldsburg,OH,43068
25115,2025000273,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000272,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000271,02/06/2025,2025.0,6711.0,Odor of gas - nothing found,4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000270,02/06/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000269,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000268,02/06/2025,2025.0,652.0,"Steam, vapor, fog or dust thought to be smoke",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000267,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,2025000266,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000265,02/06/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000264,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,Blacklick,OH,43004
25115,2025000263,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,Blacklick,OH,43004
25115,2025000262,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000261,02/05/2025,2025.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000260,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000259,02/05/2025,2025.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000258,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000257,02/05/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000256,02/04/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000255,02/04/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000254,02/04/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000253,02/04/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000252,02/04/2025,2025.0,554.0,Assist invalid,,,4 - Residential,429,Multifamily dwelling,Gahanna,OH,43230
25115,2025000251,02/04/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,2025000250,02/04/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000249,02/03/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000248,02/03/2025,2025.0,553.0,Public service,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000247,02/03/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,2 - Educational,215,High school/junior high school/middle school,Reynoldsburg,OH,43068
25115,2025000246,02/03/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,Reynoldsburg,OH,43068
25115,2025000245,02/03/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000244,02/03/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000243,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000242,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000241,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000240,02/02/2025,2025.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,New Albany,OH,43054
25115,2025000239,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000238,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000237,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000236,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000235,02/02/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000234,02/02/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,NEW ALBANY,OH,43054
25115,2025000233,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000232,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000231,02/01/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000230,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000229,02/01/2025,2025.0,7351.0,"Fire alarm activation, unknown cause (for mutual aid runs)",4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000228,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,2025000227,02/01/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000226,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000225,02/01/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000224,02/01/2025,2025.0,611.0,Dispatched and cancelled en route,,,,,,Blacklick,OH,43004
25115,2025000223,01/31/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000222,01/31/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000221,01/31/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000220,01/31/2025,2025.0,735.0,Alarm system sounded due to malfunction,,,8 - Storage,819,"Livestock, poultry storage",New Albany,OH,43054
25115,2025000219,01/31/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000218,01/31/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000217,01/30/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000216,01/30/2025,2025.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000215,01/30/2025,2025.0,132.0,Road freight or transport vehicle fire,4.0,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Pataskala,OH,43062
25115,2025000214,01/30/2025,2025.0,424.0,Carbon monoxide incident,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000213,01/30/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000212,01/30/2025,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000211,01/30/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000210,01/30/2025,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000209,01/30/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,New Albany,OH,43054
25115,2025000208,01/30/2025,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,429,Multifamily dwelling,Gahanna,OH,43230
25115,2025000207,01/30/2025,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000206,01/30/2025,2025.0,5535.0,CP - Standard Visit,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000205,01/29/2025,2025.0,743.0,"Smoke detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000204,01/29/2025,2025.0,522.0,Water or steam leak,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000203,01/29/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000202,01/29/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,2025000201,01/29/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000200,01/29/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000199,01/29/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000198,01/28/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000197,01/28/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000196,01/28/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,2025000195,01/28/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000194,01/27/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,2025000193,01/27/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000192,01/27/2025,2025.0,324.0,Motor vehicle accident with no injuries.,2.0,Automatic aid received,9 - Outside or Special Property,965,Vehicle parking area,Reynoldsburg,OH,43068
25115,2025000191,01/27/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,Reynoldsburg,OH,43068
25115,2025000190,01/27/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000189,01/27/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000188,01/27/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000187,01/27/2025,2025.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000186,01/26/2025,2025.0,322.0,Motor vehicle accident with injuries,2.0,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000185,01/26/2025,2025.0,744.0,"Detector activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000184,01/26/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000183,01/26/2025,2025.0,6712.0,"CO Investigation, no detector - nothing found",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000182,01/26/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000181,01/26/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000180,01/26/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000179,01/26/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Whitehall,OH,43213
25115,2025000178,01/25/2025,2025.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000177,01/25/2025,2025.0,522.0,Water or steam leak,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",Blacklick,OH,43004
25115,2025000176,01/25/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000175,01/25/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000174,01/25/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000173,01/24/2025,2025.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,963,Street or road in commercial area,JEFFERSON TWP,OH,43004
25115,2025000172,01/24/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000171,01/24/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,COLUMBUS,OH,43004
25115,2025000170,01/24/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000169,01/24/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,2025000168,01/23/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",571,"Service station, gas station",Reynoldsburg,OH,43068
25115,2025000167,01/23/2025,2025.0,631.0,Authorized controlled burning,,,9 - Outside or Special Property,951,Railroad right-of-way,Blacklick,OH,43004
25115,2025000166,01/23/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,New Albany,OH,43054
25115,2025000165,01/23/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,City of Pataskala,OH,43062
25115,2025000164,01/22/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Pataskala,OH,43062
25115,2025000163,01/22/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Reynoldsburg,OH,43068
25115,2025000162,01/22/2025,2025.0,735.0,Alarm system sounded due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000161,01/22/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000160,01/22/2025,2025.0,741.0,"Sprinkler activation, no fire - unintentional",,,4 - Residential,429,Multifamily dwelling,Gahanna,OH,43230
25115,2025000159,01/22/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000158,01/22/2025,2025.0,311.0,"Medical assist, assist EMS crew",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000157,01/22/2025,2025.0,324.0,Motor vehicle accident with no injuries.,4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,2025000156,01/22/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000155,01/22/2025,2025.0,554.0,Assist invalid,,,4 - Residential,429,Multifamily dwelling,Gahanna,OH,43230
25115,2025000154,01/22/2025,2025.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000153,01/22/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000152,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000151,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,GAHANNA,OH,43230
25115,2025000150,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Gahanna,OH,43230
25115,2025000149,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",Blacklick,OH,43004
25115,2025000148,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000147,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,429,Multifamily dwelling,Blacklick,OH,43004
25115,2025000146,01/21/2025,2025.0,611.0,Dispatched and cancelled en route,,,,,,Blacklick,OH,43004
25115,2025000145,01/21/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000144,01/21/2025,2025.0,412.0,Gas leak (natural gas or LPG),4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000143,01/20/2025,2025.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000142,01/20/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000141,01/20/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",Gahanna,OH,43230
25115,2025000140,01/20/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000139,01/20/2025,2025.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",JEFFERSON TWP,OH,43230
25115,2025000138,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Reynoldsburg,OH,43068
25115,2025000137,01/19/2025,2025.0,611.0,Dispatched and cancelled en route,,,,,,Blacklick,OH,43004
25115,2025000136,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,Reynoldsburg,OH,43068
25115,2025000135,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
25115,2025000134,01/19/2025,2025.0,745.0,"Alarm system activation, no fire - unintentional",,,4 - Residential,419,1 or 2 family dwelling,Gahanna,OH,43230
25115,2025000133,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,JEFFERSON TWP,OH,43004
25115,2025000132,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,Blacklick,OH,43004
25115,2025000131,01/19/2025,2025.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,Blacklick,OH,43004
